Retailer,Invoice Date,Region,State,Product,Price per Unit,Units Sold,Total Sales,Sales Method,Brand
West Gear,2020-11-06,West,California,Women's Apparel,36,23,84,Outlet,Nike
West Gear,2020-11-12,West,California,Women's Apparel,33,21,69,Outlet,Nike
West Gear,2021-01-23,West,California,Women's Apparel,60,25,152,Outlet,Nike
West Gear,2021-01-05,West,California,Women's Apparel,58,23,131,Outlet,Nike
West Gear,2021-01-11,West,California,Women's Apparel,60,31,184,Outlet,Nike
West Gear,2020-03-14,West,Nevada,Women's Apparel,56,17,95,Outlet,Nike
West Gear,2020-03-08,West,Nevada,Women's Apparel,51,16,83,Outlet,Nike
West Gear,2020-02-24,West,Nevada,Women's Apparel,54,14,76,Outlet,Nike
West Gear,2020-03-02,West,Nevada,Women's Apparel,53,12,64,Outlet,Nike
West Gear,2020-01-13,West,Nevada,Women's Apparel,31,14,43,Outlet,Nike
West Gear,2020-01-07,West,Nevada,Women's Apparel,36,17,60,Outlet,Nike
West Gear,2020-01-19,West,Nevada,Women's Apparel,39,12,48,Outlet,Nike
West Gear,2020-02-18,West,Nevada,Women's Apparel,55,13,70,Outlet,Nike
West Gear,2020-01-25,West,Nevada,Women's Apparel,54,12,66,Outlet,Nike
West Gear,2020-02-12,West,Nevada,Women's Apparel,61,17,104,Outlet,Nike
West Gear,2020-02-06,West,Nevada,Women's Apparel,57,19,109,Outlet,Nike
West Gear,2020-01-31,West,Nevada,Women's Apparel,54,14,76,Outlet,Nike
West Gear,2021-09-25,West,Oregon,Women's Apparel,36,9,31,Outlet,Nike
West Gear,2021-06-24,West,Oregon,Women's Apparel,74,23,171,Outlet,Nike
West Gear,2021-04-24,West,Oregon,Women's Apparel,49,9,44,Outlet,Nike
West Gear,2021-12-23,West,Oregon,Women's Apparel,55,20,111,Outlet,Nike
West Gear,2021-02-24,West,Oregon,Women's Apparel,28,10,27,Outlet,Nike
West Gear,2021-03-23,West,Oregon,Women's Apparel,40,9,36,Outlet,Nike
West Gear,2021-07-23,West,Oregon,Women's Apparel,78,20,159,Outlet,Nike
West Gear,2021-05-25,West,Oregon,Women's Apparel,46,17,80,Outlet,Nike
West Gear,2021-10-24,West,Oregon,Women's Apparel,41,12,50,Outlet,Nike
West Gear,2021-08-24,West,Oregon,Women's Apparel,53,9,47,Outlet,Nike
West Gear,2021-11-24,West,Oregon,Women's Apparel,53,17,87,Outlet,Nike
West Gear,2021-01-17,West,Oregon,Women's Apparel,34,14,48,Outlet,Nike
West Gear,2021-01-24,West,Utah,Women's Apparel,28,13,37,Outlet,Nike
West Gear,2021-01-27,West,California,Women's Athletic Footwear,39,25,96,Outlet,Nike
West Gear,2021-02-08,West,California,Women's Athletic Footwear,37,21,78,Outlet,Nike
West Gear,2021-02-14,West,California,Women's Athletic Footwear,40,27,108,Outlet,Nike
West Gear,2021-02-02,West,California,Women's Athletic Footwear,42,22,94,Outlet,Nike
West Gear,2020-12-22,West,California,Women's Athletic Footwear,48,20,98,Outlet,Nike
West Gear,2020-11-10,West,California,Women's Athletic Footwear,39,19,74,Outlet,Nike
West Gear,2020-12-28,West,California,Women's Athletic Footwear,48,19,90,Outlet,Nike
West Gear,2021-01-21,West,California,Women's Athletic Footwear,52,26,133,Outlet,Nike
West Gear,2021-01-15,West,California,Women's Athletic Footwear,46,25,114,Outlet,Nike
West Gear,2021-01-09,West,California,Women's Athletic Footwear,41,22,92,Outlet,Nike
West Gear,2021-01-03,West,California,Women's Athletic Footwear,42,23,96,Outlet,Nike
West Gear,2020-02-28,West,Nevada,Women's Athletic Footwear,43,12,51,Outlet,Nike
West Gear,2020-03-18,West,Nevada,Women's Athletic Footwear,26,10,25,Outlet,Nike
West Gear,2020-02-22,West,Nevada,Women's Athletic Footwear,43,12,53,Outlet,Nike
West Gear,2020-03-06,West,Nevada,Women's Athletic Footwear,43,13,57,Outlet,Nike
West Gear,2020-03-12,West,Nevada,Women's Athletic Footwear,40,17,66,Outlet,Nike
West Gear,2020-01-11,West,Nevada,Women's Athletic Footwear,30,9,26,Outlet,Nike
West Gear,2020-01-23,West,Nevada,Women's Athletic Footwear,40,9,36,Outlet,Nike
West Gear,2020-01-17,West,Nevada,Women's Athletic Footwear,41,9,38,Outlet,Nike
West Gear,2020-02-16,West,Nevada,Women's Athletic Footwear,42,15,64,Outlet,Nike
West Gear,2020-02-10,West,Nevada,Women's Athletic Footwear,46,14,64,Outlet,Nike
West Gear,2020-02-04,West,Nevada,Women's Athletic Footwear,47,15,68,Outlet,Nike
West Gear,2020-01-29,West,Nevada,Women's Athletic Footwear,47,11,49,Outlet,Nike
West Gear,2021-04-24,West,Oregon,Women's Athletic Footwear,34,7,24,Outlet,Nike
West Gear,2021-03-23,West,Oregon,Women's Athletic Footwear,39,8,29,Outlet,Nike
West Gear,2021-08-24,West,Oregon,Women's Athletic Footwear,50,13,64,Outlet,Nike
West Gear,2021-05-25,West,Oregon,Women's Athletic Footwear,33,9,31,Outlet,Nike
West Gear,2021-10-24,West,Oregon,Women's Athletic Footwear,34,11,39,Outlet,Nike
West Gear,2021-12-23,West,Oregon,Women's Athletic Footwear,53,17,87,Outlet,Nike
West Gear,2021-02-24,West,Oregon,Women's Athletic Footwear,29,6,19,Outlet,Nike
West Gear,2021-11-24,West,Oregon,Women's Athletic Footwear,39,15,58,Outlet,Nike
West Gear,2021-07-23,West,Oregon,Women's Athletic Footwear,61,17,104,Outlet,Nike
West Gear,2021-06-24,West,Oregon,Women's Athletic Footwear,62,18,111,Outlet,Nike
West Gear,2021-09-25,West,Oregon,Women's Athletic Footwear,38,6,24,Outlet,Nike
West Gear,2021-01-17,West,Oregon,Women's Athletic Footwear,34,8,27,Outlet,Nike
West Gear,2021-01-24,West,Utah,Women's Athletic Footwear,30,7,20,Outlet,Nike
West Gear,2021-02-01,West,California,Women's Street Footwear,42,21,88,Outlet,Nike
West Gear,2021-02-13,West,California,Women's Street Footwear,44,26,113,Outlet,Nike
West Gear,2021-01-26,West,California,Women's Street Footwear,39,25,97,Outlet,Nike
West Gear,2021-02-07,West,California,Women's Street Footwear,40,25,99,Outlet,Nike
West Gear,2020-12-27,West,California,Women's Street Footwear,46,25,117,Outlet,Nike
West Gear,2021-01-20,West,California,Women's Street Footwear,51,25,126,Outlet,Nike
West Gear,2021-01-14,West,California,Women's Street Footwear,46,26,121,Outlet,Nike
West Gear,2020-11-09,West,California,Women's Street Footwear,40,25,99,Outlet,Nike
West Gear,2020-11-15,West,California,Women's Street Footwear,47,21,99,Outlet,Nike
West Gear,2021-01-02,West,California,Women's Street Footwear,46,23,104,Outlet,Nike
West Gear,2021-01-08,West,California,Women's Street Footwear,42,28,118,Outlet,Nike
West Gear,2020-02-21,West,Nevada,Women's Street Footwear,46,14,66,Outlet,Nike
West Gear,2020-03-17,West,Nevada,Women's Street Footwear,26,13,33,Outlet,Nike
West Gear,2020-03-05,West,Nevada,Women's Street Footwear,44,14,62,Outlet,Nike
West Gear,2020-02-15,West,Nevada,Women's Street Footwear,44,18,79,Outlet,Nike
West Gear,2020-02-27,West,Nevada,Women's Street Footwear,47,11,53,Outlet,Nike
West Gear,2020-03-11,West,Nevada,Women's Street Footwear,47,17,78,Outlet,Nike
West Gear,2020-01-10,West,Nevada,Women's Street Footwear,31,14,43,Outlet,Nike
West Gear,2020-01-22,West,Nevada,Women's Street Footwear,47,12,56,Outlet,Nike
West Gear,2020-02-09,West,Nevada,Women's Street Footwear,47,17,80,Outlet,Nike
West Gear,2020-01-16,West,Nevada,Women's Street Footwear,43,13,55,Outlet,Nike
West Gear,2020-01-28,West,Nevada,Women's Street Footwear,49,13,65,Outlet,Nike
West Gear,2020-02-03,West,Nevada,Women's Street Footwear,46,18,81,Outlet,Nike
West Gear,2021-10-24,West,Oregon,Women's Street Footwear,37,11,40,Outlet,Nike
West Gear,2021-03-23,West,Oregon,Women's Street Footwear,41,11,46,Outlet,Nike
West Gear,2021-05-25,West,Oregon,Women's Street Footwear,39,12,46,Outlet,Nike
West Gear,2021-06-24,West,Oregon,Women's Street Footwear,53,21,110,Outlet,Nike
West Gear,2021-08-24,West,Oregon,Women's Street Footwear,50,22,108,Outlet,Nike
West Gear,2021-04-24,West,Oregon,Women's Street Footwear,47,11,54,Outlet,Nike
West Gear,2021-12-23,West,Oregon,Women's Street Footwear,48,19,93,Outlet,Nike
West Gear,2021-11-24,West,Oregon,Women's Street Footwear,32,15,49,Outlet,Nike
West Gear,2021-09-25,West,Oregon,Women's Street Footwear,39,8,32,Outlet,Nike
West Gear,2021-07-23,West,Oregon,Women's Street Footwear,66,22,146,Outlet,Nike
West Gear,2021-01-17,West,Oregon,Women's Street Footwear,33,13,42,Outlet,Nike
West Gear,2021-02-17,West,Oregon,Women's Street Footwear,34,13,45,Outlet,Nike
West Gear,2021-02-24,West,Utah,Women's Street Footwear,28,12,34,Outlet,Nike
West Gear,2021-01-24,West,Utah,Women's Street Footwear,31,11,33,Outlet,Nike
Foot Locker,2021-07-12,Midwest,Nebraska,Men's Apparel,30,8,225,Outlet,Nike
Foot Locker,2021-07-18,Midwest,Nebraska,Men's Apparel,40,3,100,Outlet,Nike
Foot Locker,2021-07-06,Midwest,Nebraska,Men's Apparel,40,10,400,Outlet,Nike
Foot Locker,2021-05-25,Midwest,Nebraska,Men's Apparel,45,13,563,Outlet,Nike
Foot Locker,2021-05-31,Midwest,Nebraska,Men's Apparel,45,13,563,Outlet,Nike
Foot Locker,2021-06-12,Midwest,Nebraska,Men's Apparel,45,3,113,Outlet,Nike
Foot Locker,2021-06-24,Midwest,Nebraska,Men's Apparel,45,15,675,Outlet,Nike
Foot Locker,2021-06-30,Midwest,Nebraska,Men's Apparel,45,18,788,Outlet,Nike
Foot Locker,2021-06-18,Midwest,Nebraska,Men's Apparel,50,5,250,Outlet,Nike
Foot Locker,2021-07-24,Midwest,Nebraska,Men's Apparel,50,10,500,Outlet,Nike
Foot Locker,2021-07-30,Midwest,Nebraska,Men's Apparel,50,15,750,Outlet,Nike
Foot Locker,2021-06-06,Midwest,Nebraska,Men's Apparel,50,5,250,Outlet,Nike
Foot Locker,2021-07-15,Midwest,Nebraska,Men's Athletic Footwear,30,15,450,Outlet,Nike
Foot Locker,2021-07-21,Midwest,Nebraska,Men's Athletic Footwear,30,15,450,Outlet,Nike
Foot Locker,2021-06-09,Midwest,Nebraska,Men's Athletic Footwear,35,8,263,Outlet,Nike
Foot Locker,2021-05-28,Midwest,Nebraska,Men's Athletic Footwear,35,13,438,Outlet,Nike
Foot Locker,2021-06-21,Midwest,Nebraska,Men's Athletic Footwear,35,15,525,Outlet,Nike
Foot Locker,2021-07-09,Midwest,Nebraska,Men's Athletic Footwear,35,20,700,Outlet,Nike
Foot Locker,2021-06-03,Midwest,Nebraska,Men's Athletic Footwear,40,10,400,Outlet,Nike
Foot Locker,2021-07-27,Midwest,Nebraska,Men's Athletic Footwear,40,25,1000,Outlet,Nike
Foot Locker,2021-06-15,Midwest,Nebraska,Men's Athletic Footwear,40,13,500,Outlet,Nike
Foot Locker,2021-06-27,Midwest,Nebraska,Men's Athletic Footwear,40,30,1200,Outlet,Nike
Foot Locker,2021-07-03,Midwest,Nebraska,Men's Athletic Footwear,45,28,1238,Outlet,Nike
Foot Locker,2021-05-27,Midwest,Nebraska,Men's Street Footwear,35,48,1663,Outlet,Nike
Foot Locker,2021-07-20,Midwest,Nebraska,Men's Street Footwear,40,30,1200,Outlet,Nike
Foot Locker,2021-07-14,Midwest,Nebraska,Men's Street Footwear,40,33,1300,Outlet,Nike
Foot Locker,2021-06-08,Midwest,Nebraska,Men's Street Footwear,40,38,1500,Outlet,Nike
Foot Locker,2021-06-20,Midwest,Nebraska,Men's Street Footwear,40,40,1600,Outlet,Nike
Foot Locker,2021-07-08,Midwest,Nebraska,Men's Street Footwear,40,40,1600,Outlet,Nike
Foot Locker,2021-06-02,Midwest,Nebraska,Men's Street Footwear,40,42,1680,Outlet,Nike
Foot Locker,2021-06-14,Midwest,Nebraska,Men's Street Footwear,45,42,1890,Outlet,Nike
Foot Locker,2021-07-02,Midwest,Nebraska,Men's Street Footwear,45,50,2250,Outlet,Nike
Foot Locker,2021-06-26,Midwest,Nebraska,Men's Street Footwear,45,55,2475,Outlet,Nike
Foot Locker,2021-07-26,Midwest,Nebraska,Men's Street Footwear,50,45,2250,Outlet,Nike
Foot Locker,2021-06-13,Midwest,Nebraska,Women's Apparel,35,15,525,Outlet,Nike
Foot Locker,2021-07-13,Midwest,Nebraska,Women's Apparel,35,15,525,Outlet,Nike
Foot Locker,2021-06-01,Midwest,Nebraska,Women's Apparel,35,20,700,Outlet,Nike
Foot Locker,2021-05-26,Midwest,Nebraska,Women's Apparel,35,23,788,Outlet,Nike
Foot Locker,2021-06-07,Midwest,Nebraska,Women's Apparel,40,15,600,Outlet,Nike
Foot Locker,2021-07-19,Midwest,Nebraska,Women's Apparel,45,15,675,Outlet,Nike
Foot Locker,2021-07-07,Midwest,Nebraska,Women's Apparel,45,28,1238,Outlet,Nike
Foot Locker,2021-06-25,Midwest,Nebraska,Women's Apparel,50,33,1625,Outlet,Nike
Foot Locker,2021-07-01,Midwest,Nebraska,Women's Apparel,50,35,1750,Outlet,Nike
Foot Locker,2021-07-25,Midwest,Nebraska,Women's Apparel,55,20,1100,Outlet,Nike
Foot Locker,2021-07-31,Midwest,Nebraska,Women's Apparel,55,25,1375,Outlet,Nike
Foot Locker,2021-06-19,Midwest,Nebraska,Women's Apparel,55,15,825,Outlet,Nike
Foot Locker,2021-07-11,Midwest,Nebraska,Women's Athletic Footwear,20,8,150,Outlet,Nike
Foot Locker,2021-06-11,Midwest,Nebraska,Women's Athletic Footwear,30,0,0,Outlet,Nike
Foot Locker,2021-07-17,Midwest,Nebraska,Women's Athletic Footwear,30,3,75,Outlet,Nike
Foot Locker,2021-05-30,Midwest,Nebraska,Women's Athletic Footwear,30,5,150,Outlet,Nike
Foot Locker,2021-07-05,Midwest,Nebraska,Women's Athletic Footwear,30,13,375,Outlet,Nike
Foot Locker,2021-07-23,Midwest,Nebraska,Women's Athletic Footwear,30,13,375,Outlet,Nike
Foot Locker,2021-06-23,Midwest,Nebraska,Women's Athletic Footwear,30,15,450,Outlet,Nike
Foot Locker,2021-06-05,Midwest,Nebraska,Women's Athletic Footwear,35,0,0,Outlet,Nike
Foot Locker,2021-06-17,Midwest,Nebraska,Women's Athletic Footwear,35,3,88,Outlet,Nike
Foot Locker,2021-06-29,Midwest,Nebraska,Women's Athletic Footwear,35,18,613,Outlet,Nike
Foot Locker,2021-07-29,Midwest,Nebraska,Women's Athletic Footwear,40,15,600,Outlet,Nike
Foot Locker,2021-07-10,Midwest,Nebraska,Women's Street Footwear,20,10,200,Outlet,Nike
Foot Locker,2021-05-29,Midwest,Nebraska,Women's Street Footwear,25,18,438,Outlet,Nike
Foot Locker,2021-06-10,Midwest,Nebraska,Women's Street Footwear,25,8,188,Outlet,Nike
Foot Locker,2021-07-16,Midwest,Nebraska,Women's Street Footwear,30,5,150,Outlet,Nike
Foot Locker,2021-07-22,Midwest,Nebraska,Women's Street Footwear,30,10,285,Outlet,Nike
Foot Locker,2021-06-04,Midwest,Nebraska,Women's Street Footwear,30,15,450,Outlet,Nike
Foot Locker,2021-06-22,Midwest,Nebraska,Women's Street Footwear,30,18,525,Outlet,Nike
Foot Locker,2021-06-16,Midwest,Nebraska,Women's Street Footwear,35,10,350,Outlet,Nike
Foot Locker,2021-06-28,Midwest,Nebraska,Women's Street Footwear,35,23,788,Outlet,Nike
Foot Locker,2021-07-04,Midwest,Nebraska,Women's Street Footwear,40,20,800,Outlet,Nike
Foot Locker,2021-07-28,Midwest,Nebraska,Women's Street Footwear,40,20,800,Outlet,Nike
Amazon,2021-11-03,Northeast,Maine,Men's Apparel,50,8,375,Outlet,Nike
Amazon,2021-10-28,Northeast,Maine,Men's Apparel,50,10,500,Outlet,Nike
Amazon,2021-10-16,Northeast,Maine,Men's Apparel,50,15,750,Outlet,Nike
Amazon,2021-10-22,Northeast,Maine,Men's Apparel,50,15,750,Outlet,Nike
Amazon,2021-12-31,Northeast,Maine,Men's Apparel,55,13,688,Outlet,Nike
Amazon,2021-11-09,Northeast,Maine,Men's Apparel,55,15,825,Outlet,Nike
Amazon,2021-12-25,Northeast,Maine,Men's Apparel,55,15,825,Outlet,Nike
Amazon,2021-11-15,Northeast,Maine,Men's Apparel,55,18,963,Outlet,Nike
Amazon,2021-11-21,Northeast,Maine,Men's Apparel,55,20,1100,Outlet,Nike
Amazon,2021-10-19,Northeast,Maine,Men's Apparel,65,10,650,Outlet,Nike
Amazon,2021-11-18,Northeast,Maine,Men's Apparel,65,15,975,Outlet,Nike
Amazon,2021-12-17,Northeast,Maine,Men's Apparel,65,20,1300,Outlet,Nike
Amazon,2021-12-13,Northeast,Massachusetts,Men's Apparel,52,9,47,Outlet,Nike
Amazon,2021-11-14,Northeast,Massachusetts,Men's Apparel,50,8,39,Outlet,Nike
Amazon,2021-01-14,Northeast,Massachusetts,Men's Apparel,37,7,26,Outlet,Nike
Amazon,2021-09-17,Northeast,New Hampshire,Men's Apparel,65,23,1463,Outlet,Nike
Amazon,2021-08-18,Northeast,New Hampshire,Men's Apparel,65,25,1625,Outlet,Nike
Amazon,2021-07-17,Northeast,New Hampshire,Men's Apparel,65,35,2275,Outlet,Nike
Amazon,2021-05-17,Northeast,New Hampshire,Men's Apparel,52,9,47,Outlet,Nike
Amazon,2021-04-18,Northeast,New Hampshire,Men's Apparel,40,6,24,Outlet,Nike
Amazon,2021-02-19,Northeast,New Hampshire,Men's Apparel,41,10,39,Outlet,Nike
Amazon,2021-08-18,Northeast,New Hampshire,Men's Apparel,45,8,36,Outlet,Nike
Amazon,2021-03-17,Northeast,New Hampshire,Men's Apparel,47,6,28,Outlet,Nike
Amazon,2021-09-17,Northeast,New Hampshire,Men's Apparel,48,7,34,Outlet,Nike
Amazon,2021-06-19,Northeast,New Hampshire,Men's Apparel,47,11,54,Outlet,Nike
Amazon,2021-07-17,Northeast,New Hampshire,Men's Apparel,47,12,56,Outlet,Nike
Amazon,2021-01-21,Northeast,Vermont,Men's Apparel,43,7,32,Outlet,Nike
Amazon,2021-09-10,Northeast,Vermont,Men's Apparel,48,7,33,Outlet,Nike
Amazon,2021-10-12,Northeast,Vermont,Men's Apparel,55,6,32,Outlet,Nike
Amazon,2021-07-10,Northeast,Vermont,Men's Apparel,39,11,44,Outlet,Nike
Amazon,2021-03-10,Northeast,Vermont,Men's Apparel,36,6,20,Outlet,Nike
Amazon,2021-02-12,Northeast,Vermont,Men's Apparel,36,7,24,Outlet,Nike
Amazon,2021-08-11,Northeast,Vermont,Men's Apparel,43,7,31,Outlet,Nike
Amazon,2021-11-11,Northeast,Vermont,Men's Apparel,50,9,46,Outlet,Nike
Amazon,2021-06-12,Northeast,Vermont,Men's Apparel,44,11,46,Outlet,Nike
Amazon,2021-05-10,Northeast,Vermont,Men's Apparel,46,9,42,Outlet,Nike
Amazon,2021-04-11,Northeast,Vermont,Men's Apparel,41,5,22,Outlet,Nike
Amazon,2021-12-10,Northeast,Vermont,Men's Apparel,48,10,50,Outlet,Nike
Amazon,2021-10-19,Northeast,Maine,Men's Athletic Footwear,40,15,600,Outlet,Nike
Amazon,2021-10-31,Northeast,Maine,Men's Athletic Footwear,40,15,600,Outlet,Nike
Amazon,2021-10-25,Northeast,Maine,Men's Athletic Footwear,40,18,700,Outlet,Nike
Amazon,2021-11-06,Northeast,Maine,Men's Athletic Footwear,50,20,1000,Outlet,Nike
Amazon,2021-12-28,Northeast,Maine,Men's Athletic Footwear,50,25,1250,Outlet,Nike
Amazon,2021-11-12,Northeast,Maine,Men's Athletic Footwear,50,28,1375,Outlet,Nike
Amazon,2021-11-18,Northeast,Maine,Men's Athletic Footwear,50,30,1500,Outlet,Nike
Amazon,2021-12-22,Northeast,Maine,Men's Athletic Footwear,50,30,1500,Outlet,Nike
Amazon,2021-11-18,Northeast,Maine,Men's Athletic Footwear,55,20,1100,Outlet,Nike
Amazon,2021-10-19,Northeast,Maine,Men's Athletic Footwear,55,23,1238,Outlet,Nike
Amazon,2021-12-17,Northeast,Maine,Men's Athletic Footwear,55,28,1513,Outlet,Nike
Amazon,2021-12-13,Northeast,Massachusetts,Men's Athletic Footwear,37,11,42,Outlet,Nike
Amazon,2021-11-14,Northeast,Massachusetts,Men's Athletic Footwear,40,10,41,Outlet,Nike
Amazon,2021-02-12,Northeast,Massachusetts,Men's Athletic Footwear,33,7,24,Outlet,Nike
Amazon,2021-01-14,Northeast,Massachusetts,Men's Athletic Footwear,36,11,39,Outlet,Nike
Amazon,2021-09-17,Northeast,New Hampshire,Men's Athletic Footwear,60,35,2100,Outlet,Nike
Amazon,2021-07-17,Northeast,New Hampshire,Men's Athletic Footwear,60,45,2700,Outlet,Nike
Amazon,2021-08-18,Northeast,New Hampshire,Men's Athletic Footwear,60,45,2700,Outlet,Nike
Amazon,2021-04-18,Northeast,New Hampshire,Men's Athletic Footwear,38,9,32,Outlet,Nike
Amazon,2021-09-17,Northeast,New Hampshire,Men's Athletic Footwear,43,12,50,Outlet,Nike
Amazon,2021-05-17,Northeast,New Hampshire,Men's Athletic Footwear,40,9,37,Outlet,Nike
Amazon,2021-07-17,Northeast,New Hampshire,Men's Athletic Footwear,47,15,70,Outlet,Nike
Amazon,2021-03-17,Northeast,New Hampshire,Men's Athletic Footwear,36,9,32,Outlet,Nike
Amazon,2021-08-18,Northeast,New Hampshire,Men's Athletic Footwear,39,14,53,Outlet,Nike
Amazon,2021-06-19,Northeast,New Hampshire,Men's Athletic Footwear,40,14,56,Outlet,Nike
Amazon,2021-02-19,Northeast,Vermont,Men's Athletic Footwear,37,9,31,Outlet,Nike
Amazon,2021-01-21,Northeast,Vermont,Men's Athletic Footwear,39,11,43,Outlet,Nike
Amazon,2021-04-11,Northeast,Vermont,Men's Athletic Footwear,35,7,24,Outlet,Nike
Amazon,2021-10-12,Northeast,Vermont,Men's Athletic Footwear,44,10,44,Outlet,Nike
Amazon,2021-03-10,Northeast,Vermont,Men's Athletic Footwear,36,8,29,Outlet,Nike
Amazon,2021-07-10,Northeast,Vermont,Men's Athletic Footwear,42,15,61,Outlet,Nike
Amazon,2021-06-12,Northeast,Vermont,Men's Athletic Footwear,44,12,53,Outlet,Nike
Amazon,2021-05-10,Northeast,Vermont,Men's Athletic Footwear,41,9,39,Outlet,Nike
Amazon,2021-12-10,Northeast,Vermont,Men's Athletic Footwear,41,13,54,Outlet,Nike
Amazon,2021-09-10,Northeast,Vermont,Men's Athletic Footwear,42,11,47,Outlet,Nike
Amazon,2021-08-11,Northeast,Vermont,Men's Athletic Footwear,43,15,64,Outlet,Nike
Amazon,2021-10-30,Northeast,Maine,Men's Street Footwear,40,45,1800,Outlet,Nike
Amazon,2021-10-24,Northeast,Maine,Men's Street Footwear,40,47,1880,Outlet,Nike
Amazon,2021-10-18,Northeast,Maine,Men's Street Footwear,40,50,2000,Outlet,Nike
Amazon,2021-12-27,Northeast,Maine,Men's Street Footwear,55,45,2475,Outlet,Nike
Amazon,2021-11-05,Northeast,Maine,Men's Street Footwear,55,50,2723,Outlet,Nike
Amazon,2021-11-11,Northeast,Maine,Men's Street Footwear,55,53,2888,Outlet,Nike
Amazon,2021-12-21,Northeast,Maine,Men's Street Footwear,55,53,2888,Outlet,Nike
Amazon,2021-11-17,Northeast,Maine,Men's Street Footwear,55,55,3025,Outlet,Nike
Amazon,2021-10-19,Northeast,Maine,Men's Street Footwear,60,40,2400,Outlet,Nike
Amazon,2021-11-18,Northeast,Maine,Men's Street Footwear,65,38,2438,Outlet,Nike
Amazon,2021-12-17,Northeast,Maine,Men's Street Footwear,65,48,3088,Outlet,Nike
Amazon,2021-11-14,Northeast,Massachusetts,Men's Street Footwear,49,12,59,Outlet,Nike
Amazon,2021-12-13,Northeast,Massachusetts,Men's Street Footwear,51,18,91,Outlet,Nike
Amazon,2021-02-12,Northeast,Massachusetts,Men's Street Footwear,33,18,61,Outlet,Nike
Amazon,2021-01-14,Northeast,Massachusetts,Men's Street Footwear,35,18,63,Outlet,Nike
Amazon,2021-09-17,Northeast,New Hampshire,Men's Street Footwear,65,55,3575,Outlet,Nike
Amazon,2021-08-18,Northeast,New Hampshire,Men's Street Footwear,65,68,4388,Outlet,Nike
Amazon,2021-04-18,Northeast,New Hampshire,Men's Street Footwear,33,19,62,Outlet,Nike
Amazon,2021-07-17,Northeast,New Hampshire,Men's Street Footwear,49,22,110,Outlet,Nike
Amazon,2021-05-17,Northeast,New Hampshire,Men's Street Footwear,47,20,92,Outlet,Nike
Amazon,2021-09-17,Northeast,New Hampshire,Men's Street Footwear,51,19,98,Outlet,Nike
Amazon,2021-03-17,Northeast,New Hampshire,Men's Street Footwear,39,19,73,Outlet,Nike
Amazon,2021-06-19,Northeast,New Hampshire,Men's Street Footwear,44,22,95,Outlet,Nike
Amazon,2021-08-18,Northeast,New Hampshire,Men's Street Footwear,48,20,97,Outlet,Nike
Amazon,2021-01-21,Northeast,Vermont,Men's Street Footwear,34,17,59,Outlet,Nike
Amazon,2021-02-19,Northeast,Vermont,Men's Street Footwear,34,19,63,Outlet,Nike
Amazon,2021-10-12,Northeast,Vermont,Men's Street Footwear,44,16,69,Outlet,Nike
Amazon,2021-12-10,Northeast,Vermont,Men's Street Footwear,48,19,89,Outlet,Nike
Amazon,2021-03-10,Northeast,Vermont,Men's Street Footwear,35,19,65,Outlet,Nike
Amazon,2021-09-10,Northeast,Vermont,Men's Street Footwear,44,18,79,Outlet,Nike
Amazon,2021-06-12,Northeast,Vermont,Men's Street Footwear,47,20,92,Outlet,Nike
Amazon,2021-08-11,Northeast,Vermont,Men's Street Footwear,42,22,90,Outlet,Nike
Amazon,2021-05-10,Northeast,Vermont,Men's Street Footwear,48,18,85,Outlet,Nike
Amazon,2021-04-11,Northeast,Vermont,Men's Street Footwear,30,17,50,Outlet,Nike
Amazon,2021-07-10,Northeast,Vermont,Men's Street Footwear,45,21,94,Outlet,Nike
Amazon,2021-10-29,Northeast,Maine,Women's Apparel,40,20,800,Outlet,Nike
Amazon,2021-11-04,Northeast,Maine,Women's Apparel,40,23,900,Outlet,Nike
Amazon,2021-10-17,Northeast,Maine,Women's Apparel,40,25,1000,Outlet,Nike
Amazon,2021-10-23,Northeast,Maine,Women's Apparel,40,25,1000,Outlet,Nike
Amazon,2021-09-17,Northeast,Maine,Women's Apparel,60,23,1350,Outlet,Nike
Amazon,2021-11-10,Northeast,Maine,Women's Apparel,60,28,1650,Outlet,Nike
Amazon,2021-11-16,Northeast,Maine,Women's Apparel,60,33,1950,Outlet,Nike
Amazon,2021-12-26,Northeast,Maine,Women's Apparel,60,33,1950,Outlet,Nike
Amazon,2021-12-20,Northeast,Maine,Women's Apparel,60,38,2250,Outlet,Nike
Amazon,2021-10-19,Northeast,Maine,Women's Apparel,70,23,1575,Outlet,Nike
Amazon,2021-11-18,Northeast,Maine,Women's Apparel,70,25,1750,Outlet,Nike
Amazon,2021-12-17,Northeast,Maine,Women's Apparel,70,30,2100,Outlet,Nike
Amazon,2021-12-13,Northeast,Massachusetts,Women's Apparel,51,13,65,Outlet,Nike
Amazon,2021-11-14,Northeast,Massachusetts,Women's Apparel,48,12,59,Outlet,Nike
Amazon,2021-10-15,Northeast,Massachusetts,Women's Apparel,51,7,35,Outlet,Nike
Amazon,2021-01-14,Northeast,Massachusetts,Women's Apparel,34,10,35,Outlet,Nike
Amazon,2021-09-17,Northeast,New Hampshire,Women's Apparel,70,33,2275,Outlet,Nike
Amazon,2021-08-18,Northeast,New Hampshire,Women's Apparel,70,43,2975,Outlet,Nike
Amazon,2021-07-17,Northeast,New Hampshire,Women's Apparel,70,53,3675,Outlet,Nike
